date,news,target
08/13/2025:08/13/2025," 주식마감기사     OLED 미국 시장 퇴출  반사이익 기대감에 일진디스플 상한가... 토탈소프트, 프로이천, 핌스, 블루엠텍, 소니드, 우정바이오, 이엠앤아이, 피엔에이치테크, 에스켐 등 급등 13일 일진디스플, 토탈소프트, 프로이천, 핌스가 상한가에 이름을 올리고 장을 마감한 가운데 투자자들의 관심이 뜨겁다.이날 코스피 시장에선 일진디스플이 상한가에...",0
6/30/2024:7/01/2024,"하락률 상위 50선 - 코스피 - 조선비즈 하락률 상위 50선 - 코스피 오전 11시 00분 현재 코스피 시장에서 주가 하락률이 높은 종목은 비케이탑스, LIG넥스원079550,  솔루스첨단소재2우B33637L,...",0
09/13/2025:09/14/2025,"덕산테코피아, 반도체+제약 투트랙 전략으로 미래 연다 디스플레이 유기재료와 반도체 전구체 전문기업 덕산테코피아가 두 가지 성장 모멘텀을 기반으로 향후 도약을 준비하고 있다.교보증권운 최근 보고서에서 전통적인...",1
07/11/2025:07/13/2025,"비트맥스, +13.53% 상승폭 확대 - 조선비즈 비트맥스, +13.53% 상승폭 확대 LG이노텍011070, 바른손018700, 드래곤플라이030350, KT지니뮤직043610, 주연테크044380, 한빛소프트047080, 이랜텍054210, APS054620,...",0
/12/2025:11/12/2025,"일신바이오, 오후들어 갑자기 급등 배경? 증권   News봇 뉴스  오전 10시 26분 현재 일신바이오 068330 가 +29.95% 오른 1970원  454 으로 장중 상한가에 진입했다. 거래대금은 232억2080만...1일 전",1
08/13/2025:08/13/2025," 특징주  두산퓨얼셀, 정부 수소에너지 정책 기대감에 신고가  서울 연합뉴스  고은지 기자   수소연료전지 전문 기업인 두산퓨얼셀 336260 이 정부가 수소에너지를 국정과제로 삼을 수 있다는 기대감에 1...",1
미상,"광양시, 제22회 초록동요제 성황리에 마쳐  전남 NSP통신  김성철 기자   광양시는 지난 15일 광양시문화예술회관에서 열린 제22회 초록동요제가 어린이, 청소년, 시민  400여 명이 참여한 가운데 성황리에...",1
09/03/2025:09/03/2025,"유니테스트, +2.41% 52주 신고가 - 조선비즈 유니테스트, +2.41% 52주 신고가 DB하이텍000990, 디아이003160, 시그네틱스033170, 네패스033640, SFA반도체036540, 에프에스티036810, 아이에이038880,...",0
/12/2025:11/12/2025," 적중! 대박 예감   미래에셋증권, 유니테스트, 아크투루스 테라퓨틱스 홀딩스  예감 좋은 대박 종목은? 유니테스트는 2000년 설립 이후 2002년 사명을 변경하며 반도체 검사장비 전문 기업으로 자리매김해왔다. 메모리 컴포넌트 테스터, 모듈 테스터, 번인...2개월 전",0
08/13/2025:08/13/2025, 서울데이터랩 도우인시스 38.59% 상승 금일 증시 상승률 1위로 마감 23일 오후 15시 40분 도우인시스 484120 가 등락률 +38.59%로 상승률 1위로 마감했다. 도우인시스는 장 중 12857195주가 거래되었으며 주가는 공모가 대비 12350원...,1
09/29/2025:09/29/2025," 특징주  일동제약, 상한가 하루 만에 급락세 비만 당뇨 신약 후보물질의 임상 1상 결과를 공개했던 일동제약의 주가가 하루 만에 급락하고 있다.30일 한국거래소에 따르면 일동제약은 이날 오전 10...",0
07/25/2025:07/27/2025,"하락률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, CNH 023460 , -43.75%, *관리종목. 2, 형지글로벌 308100 , -24.44%,  골프 . 3, 엔알비, -20.67%,  건자재 - 거푸집 .",0
09/16/2025:09/16/2025,"유리 기판 관련주,  미소천사  켐트로닉스 피아이이 HB테크놀러지...  한숨  나인테크  현대경제신문 홍미경 기자  유리 기판 관련주들이 전 거래일 대비 5.24% 상승으로 장을 마감했다.16일 한국거래소에 따르면 켐트로닉스, 필옵틱스, 제이앤티씨,...",0
/24/2025:11/24/2025,"기술 변곡점 진입 리노공업  클릭 e종목  리노공업, +7.45% 52주 신고가 뉴스봇 리노공업058470이 52주 신고가를 경신했다. 전일 대비 7.45% 상승한 60600원에 거래되고 있다.9시간 전",1
07/25/2025:07/27/2025,DS투자  HD현대에너지솔루션 목표가 상향 하반기 호조 전망   서울 연합뉴스  황철환 기자   DS투자증권은 25일 HD현대에너지솔루션 322000 의 목표주가를 5만3천원에서 6만5천원으로 상향 조정한다...,0
08/13/2025:08/13/2025,"외국계 순매도 금액 상위 20선 - 코스닥 - 조선비즈  뉴스봇  오전 09시 32분 현재 코스닥 시장에서 외국계가 많이 파는 종목은 알테오젠 196170 , 삼천당제약 000250 , 에코프로비엠 247540 , 원텍 336570 ,...",1
/24/2025:11/24/2025,"씨엔알리서치, 11월 25일 장중 1,102원 기록 29.95% 상승  더바이오 진유정 기자  씨엔알리서치는 아이엠지티 IMGT 의 췌장암 치료용 접속 초음파 시스템인  IMD10 개발코드명  이 미국 식품의약국 FDA ...9시간 전",1
09/20/2025:09/21/2025,"MI-MFT 솔루션 확대  모코엠시스, 공공 금융권 신뢰 확보 모코엠시스 주가가 초강세를 보이고 있다.21일 한국거래소에 따르면 전 거래일 2.26% 올라 1626원에 거래를 마감했다.모코엠시스가 공공기관과 금융권을 대상으로...",0
01/15/2026:01/15/2026,"아이윈플러스 포톤 한국첨단소재   양자컴퓨팅 관련주  급등, 무슨 일?  뉴스톡 웰스톡  카메라 모듈 핵심 부품 기업 포톤 주가가 폭발하고 있다. 25일 한국거래소에 따르면, 이날 오후 3시 6분 현재 29.90% 올라 2715원에 거래중이다.1일 전",0
09/13/2025:09/14/2025,"HDC현대산업개발,  학동 4구역  재개발 사업 정상화 HDC현대산업개발이 광주 학동4구역 재개발 사업의 정상화에 나선다. 최근 공사비 협의를 마무리하고 연내 착공에 들어설 전망이다. 15일 HDC현대산업개발에 따르면...",0
2/04/2025:12/04/2025,"큐라클, 제2의 올릭스로 부활하나 MT-101기술수출  초읽기  CP01-R01은 혈관내피세포 기능을 강화해 신장 여과 기능을 보호하는 것이 핵심 기전이다. 전임상 동물모델에서 혈관 손상 억제, 염증 감소, 단백뇨 완화,...2개월 전",1
2/16/2025:12/16/2025," 간편한 채권투자 ...메리츠증권, 국고채 10년 30년물 ETN 주목 26일 국내 증시는 갭상승 종목을 중심으로 강세를 나타냈다.전일 고가보다 당일 저가가 높은 종목들이 시장에서 주도주로 부상하며 투자자들의 관심을...2개월 전",0
월봉, 폴라리스 오피스 AI  공식 출시...생성 AI 기능 업그레이드 폴라리스오피스 대표 지준경 는 생성 인공지능 AI  기능을 자유롭게 활용할 수 있는  폴라리스 오피스 AI 를 9월6일 공식 출시한다고  31일 밝혔다. 폴라리스 오피스 AI...,0
2/17/2025:12/17/2025," 특징주  신신제약,   대통령, 탈모치료제 건강보험 급여 적용 검토 지시 소식에 상승 신신제약은 OTC 시장에서 외용제 파스류를 기반으로 한 안정적인 포트폴리오를 보유하고 있으며, 일반의약품 의약외품 매출 비중이 전체의 대부분을 차지...1개월 전",0
09/04/2025:09/04/2025," 가수 컴백  이준영, 신보 트랙리스트 공개 작사 작곡 참여 음악적 역량 입증 가수 겸 배우 이준영이 더블 타이틀곡으로 가요계 공습에 나선다.  가수 컴백  이준영, 신보 트랙리스트 공개 작사 작곡 참여 . 소속사 빌리언스는 5일 0시 공식 SNS를...",1
0/26/2025:10/26/2025,"거래량 증가 상위 20선 - 코스닥 - 조선비즈  뉴스봇  오전 09시 51분 현재 코스닥 시장에서 거래량이 급증한 종목은 유진스팩11호 488060 , KB제25호스팩 455250 , 알파녹스 043100 , 케이웨더 068100 ,...",0
8/25/2024:8/26/2024,"미국  훈풍 불통! 게임주  삐걱  펄어비스 폭락 게임  모바일 사이트, 기사 상세페이지, 펄어비스 -12.01% 폭락, 빅4 우상향 불구 전체 시가총액 감소 미국 연준의 금리 인하  가능성이 높아지면서 새벽 미국 증시가...",0
6/30/2024:7/01/2024,"넥슨, SF 기대작  퍼스트 디센던트  출격 산업   IT 뉴스  올해 하반기 최고 기대작으로 꼽히는 넥슨게임즈 225570 의 루트 슈터 장르 게임  퍼스트 디센던트 가 2일  글로벌 무대에 ...",1
/25/2025:11/25/2025, 증시 고점 신호?  곱버스 ETF ETN 거래량  폭발  전날 코스피가 장중 한때 6% 넘게 급락하는 등 큰 폭의 조정을 보이자 하락장에 수익이 나는 인버스 2배 ETF 상장지수펀드  ETN 상장지수채권  등 곱...3주 전,0
/20/2025:11/20/2025, 이격도 과열 종목  프로티나 로보티즈 한미반도체 주가 파죽지세 ...  아주경제 주요뉴스   방산 반도체 천연가스 인버스  ETN 테마 다변화  수익률도  불기둥  -올해 상장지수채권 ETN  시장은 시기별 테마 교체가...1주 전,0
2/07/2025:12/07/2025,"엔비알모션, 미래에셋비전스팩3호와 합병 승인 엔비알모션은 9월 12일 금융위원회에 미래에셋비전스팩3호와의 합병 증권신고서를 제출했다고 밝혔다. 합병 방식은 스팩 소멸 방식이며, 합병가액은 8,278...2개월 전",1
09/13/2025:09/14/2025,코스피 3400선도 뚫었다 4거래일 연속 사상 최고치 행진 코스피지수가 15일 3400선을 돌파하며 4거래일 연속 사상 최고치를 경신했다.이날 오전 9시18분 현재 코스피는 전 거래일 대비 14.39포인트 0.42%  오른 3409.93에...,1
미상,"상승률 상위 50선 - 코스닥 - 조선비즈 상승률 상위 50선 - 코스닥 오늘 코스닥 시장에서 주가 상승률이 높은 종목은 에이프릴바이오397030, 풍원정밀371950,  캐리소프트317530, 한선엔지니어링452280,...",1
6/08/2024:6/09/2024, 코스닥 마감  6거래일만에 하락 860선 약보합 코스닥 지수가 6거래일 만에 하락 마감했다. 장중 한때 상승 전환하기도 했으나 외국인 매도세에 860선에서 약보합세를 기록했다.10일  마켓포인트에 따르면 이날...,1
09/23/2025:09/23/2025,"파라다이스, 그랜드하얏트 인천 웨스트타워 2100억원에 인수한다 한눈에 보는 오늘   스포츠 일반 - 뉴스   파라다이스세가사미가 인천 영종도 그랜드하얏트 인천 웨스트타워를 인수하고  K-관광  활성화에 적극적으로 나선다.",0
/30/2025:11/30/2025," 핀포인트   다보링크  이번엔 초전도체 테마?...투자금 회수는 상폐주식 정보통신기기 전문기업 다보링크 주가가 폭등하고 있다.28일 한국거래소에 따르면, 이날 오후 2시29분 현재 11.08% 올라 1414원에 거래되고 있다.3일 전",1
09/06/2025:09/07/2025,"레스터시티, 전 베티스 골키퍼 프란 비에테스 영입 레스터 시티가 전 베티스 골키퍼 프란 비에테스의 영입을 발표했습니다. 26세 스페인 출신 선수가 8월 초에 이전 클럽을 자유 계약으로 떠나 레스터로 무상 이적...",1
4/06/2024:4/07/2024,"1위 황남빵 2위 경주단골식당 3위 남정부일기사식당, 2024년 4월 1주차 랭키파이 경주 맛집 트렌드지수 순위 결과     스타데일리뉴스 서태양 기자  황남빵이 2024년 4월 1주차 공개된 랭키파이의 경주 맛집 트렌드지수 분석 결과 1위에 올랐다.랭키파이   2024년 3월 4주차  경주 맛집...",0
/26/2025:11/26/2025,"코아스템켐온,  뉴로나타-알  글로벌 생산 거점 구축 본격화 반면 코아스템켐온이 개발 중인 뉴로나타-알은 자가 골수유래 줄기세포를 활용해 염증 조절과 신경보호를 유도하는 세포치료제다. 특정 유전자 변이에...3주 전",1
08/13/2025:08/13/2025,7월의 B2B 설탕값 인하 아이스크림 빵 과자값 여파는 변해정 기자   주요 제당사들이 지난달 설탕 가격을 일제히 내리면서 설탕을 원료로 하는 빵 과자 아이스크림 등 가공 식품의 연쇄 인하로 이어질 지 관심이 쏠린다.14...,0
2/04/2025:12/04/2025,"코세스 수주공시 - AI 서버용 전극셀 자동화 장비 177.6억원  매출액대비 25.67 %  코세스, -7.81% VI 발동 뉴스봇 코세스089890가 VI가 발동했다. 전일 대비 7.81% 하락한 27150원에 거래되고 있다. 코세스 연관 테마 OLED - 장비...4일 전",0
2/02/2025:12/02/2025,"비나텍 비나미래나눔재단, 송광 정심원에 김장 500kg 전달 비나텍 주가가 초강세를 보이고 있다.3일 한국거래소에 따르면 이날 19.26% 올라 7만 7400원에 거래를 마감했다.주가는 5일 이평선타고 가파르게...7시간 전",1
6/30/2024:7/01/2024,"어보브반도체, +8.33% 상승폭 확대 - 조선비즈 어보브반도체, +8.33% 상승폭 확대 어보브반도체102120가 상승폭을 확대하고 있다. 전일 대비 8.33% 상승한 17170원에  거래되고 있다. 어보브반도체 연관 테마DB...",1
09/29/2025:09/29/2025,"KCC, EB 발행 등 자사주 처분 계획 전면 철회 KCC가 자기주식 활용계획을 전면 철회한다고 30일 공시했다. KCC는 지난 24일 전체 발행주식의 17.2%에 해당하는 자사주 중 9.9%를 교환사채 EB  발행에, 3.4%는 ...",1
/02/2025:11/02/2025,"E8 주가, 급등세... 이유는? E8의 주가가 급등 중이다.3일 오전 9시 35분 기준 E8은 전 거래일 대비 21.36% 535원  오른 3040원에 거래되고 있다.이날 E8에 대한 별 다른 공시는 올라온 바 없다.",1
08/07/2025:08/07/2025,"고속도로 교통사고, 사고 후 멀쩡해 보여도 후유증 주의해야 방학 휴가를 맞이하여 여행을 가는 사람들로 고속도로 차량 운행이 증가하면서 교통사고 발생률 또한 꾸준히 높아지고 있다. 특히 주말이나 휴가철을 중심으로...",1
09/30/2025:09/30/2025," 공시모음  SK디스커버리, SK디앤디 지분 전량 742억 매각   SK디스커버리, 자회사 SK디앤디 지분 전량 742억 매각 SK디스커버리가 자회사 SK디앤디의 주식 582만1751주를 사모펀드 운용사 한앤컴퍼니에 매각하기로 했다고 1일...",1
08/16/2025:08/17/2025,현대ADM 주가 숨고르기 후 도약 11%   CBC뉴스  현대ADM 187660  주가가 급등세를 보이고 있다. 전일 숨고르기 후 강세를 나타내고 있는 것이다.현대ADM은 18일 오전 10시 14분 현재 1864원에 거래되고...,1
